window_size,threshold,downsample,max_steps,mean_change_rate,variance_change_rate,graph_entropy,graph_change_entropy,mean_ve_distance_change,mean_sparsity,mean_spectral_diff,electricity_delta_mean_change_rate,electricity_delta_variance_change_rate,electricity_delta_graph_entropy,electricity_delta_graph_change_entropy,electricity_delta_mean_ve_distance_change,electricity_delta_mean_sparsity,electricity_delta_mean_spectral_diff,ETTm1_delta_mean_change_rate,ETTm1_delta_variance_change_rate,ETTm1_delta_graph_entropy,ETTm1_delta_graph_change_entropy,ETTm1_delta_mean_ve_distance_change,ETTm1_delta_mean_sparsity,ETTm1_delta_mean_spectral_diff,solar_delta_mean_change_rate,solar_delta_variance_change_rate,solar_delta_graph_entropy,solar_delta_graph_change_entropy,solar_delta_mean_ve_distance_change,solar_delta_mean_sparsity,solar_delta_mean_spectral_diff
3,0.05,5,1000,0.15821683801404213,0.006788511862998961,10.584716327928296,35.07132173984485,1.0968754383060597,0.058339079739217654,2.728885343954839,0.015562311935807427,-0.0011699164707972502,10.584718887928268,-18.320513638648208,0.34435562682154586,0.058339079739217654,1.2961225048764176,0.10131142790616748,-0.0050555772703341165,9.692938345102839,29.356969191471357,0.8628611444672519,0.03942519522854277,2.304169656588835,-0.023601343804139696,-0.14197181871551345,10.452587183790646,34.76136755125604,0.9150572564878778,-0.0871154657153278,2.728885343954839
3,0.05,5,2000,0.15857379819729595,0.007629281965412206,9.901992536875918,36.87745192115198,1.1042825137109513,0.051141164872308464,2.7158685200120454,0.034422727841762646,-0.0002438992703756573,9.90199509687589,-14.93603616514202,0.46641924940065105,0.051141164872308464,1.5498611889437042,0.1168581635207914,-0.0005037259978602588,9.44792281726769,31.702350731578537,0.943723247677127,0.04169842934043923,2.4321199215851013,-0.023244383620885878,-0.14113104861310022,9.769863392738268,36.567497732563176,0.9224643318927694,-0.09431338058223698,2.7158685200120454
3,0.05,10,1000,0.22164148696088265,0.007729758445739049,8.008013560918126,41.06703493583399,1.6730018807138667,0.03775388665997994,3.9884254433824187,0.10696934553660983,0.000665618703095559,8.008016120918098,-8.537054727624444,1.0597151087418943,0.03775388665997994,2.8263493402072593,0.15405096027879556,-0.004059039001952493,7.619822975542947,33.86950824225967,1.4565793376430634,0.02968887529936749,3.607618093342807,0.22164148696088265,0.007729758445739049,8.008013570918125,41.06703493583399,1.6730018807138665,0.03775388665997994,3.9884254433824187
3,0.05,10,2000,0.2202463852028042,0.0068855721014526765,5.760938210022072,41.107524429600765,1.617708176727715,0.025284019779669504,3.8090685586777897,0.11249882636454682,0.0006558496487239149,5.760940770022044,-5.732601835243592,1.0422889059814033,0.025284019779669504,2.7137721475107432,0.06442081010546433,-0.023285175464058918,1.002264776051474,29.302944235039234,1.0453893532987897,-0.08308261180035358,2.945526960331199,0.2202463852028042,0.0068855721014526765,5.760938220022072,41.107524429600765,1.6177081767277148,0.025284019779669504,3.8090685586777897
3,0.1,5,1000,0.09615565446339017,0.005889982410745825,10.58675665904126,31.054913900541074,1.0968754383060597,0.05836258776328987,2.728885343954839,0.04088045386158475,0.0025686562451015115,10.586759219041232,1.2226308084279012,0.34435562682154586,0.05836258776328987,1.2961225048764176,0.06500096590792787,-0.0008677107591055578,9.682045521927748,27.16981796984499,0.8628611444672519,0.03916212924487749,2.304169656588835,-0.08566252735479166,-0.14287034816776661,10.45462751490361,30.74495971195227,0.9150572564878778,-0.08709195769125558,2.728885343954839
3,0.1,5,2000,0.09636329494241362,0.0059566752725904,9.91053247490363,31.719795548626053,1.1042825137109513,0.051195934526790186,2.7158685200120454,0.053537337255883825,0.003277834536073287,9.910535034903601,5.168283895234062,0.46641924940065105,0.051195934526790186,1.5498611889437042,0.07860195906104055,0.0021268136301328543,9.449723584402703,29.00294024949847,0.943723247677127,0.041610127244438085,2.4321199215851013,-0.0854548868757682,-0.14280365530592204,9.778403330765979,31.409841360037248,0.9224643318927694,-0.09425861092775525,2.7158685200120454
3,0.1,10,1000,0.1463531218655968,0.006325496943300595,8.05247128502639,34.376687984256435,1.6730018807138667,0.03802814694082247,3.9884254433824187,0.10723576980942828,0.0037323322653949487,8.052473845026363,8.882862183995499,1.0597151087418943,0.03802814694082247,2.8263493402072593,0.11884201712279696,0.0010267064919556503,7.646845958794345,30.666457730470512,1.4565793376430634,0.02959468328454752,3.607618093342807,0.1463531218655968,0.006325496943300595,8.05247129502639,34.376687984256435,1.6730018807138665,0.03802814694082247,3.9884254433824187
3,0.1,10,2000,0.14266908174762144,0.005796247527196529,5.792522757600568,32.754595179144985,1.617708176727715,0.025444416624937405,3.8090685586777897,0.10709227904356536,0.0035572486726282936,5.79252531760054,9.218947013690322,1.0422889059814033,0.025444416624937405,2.7137721475107432,0.04946805571878227,-0.014301021551813982,0.9816567575456139,23.787383855546125,1.0453893532987897,-0.08418942188793394,2.945526960331199,0.14266908174762144,0.005796247527196529,5.792522767600568,32.754595179144985,1.6177081767277148,0.025444416624937405,3.8090685586777897
3,0.2,5,1000,0.027441700100300902,0.0022464606514758824,10.60977764307584,16.31467459570235,1.0968754383060597,0.05864468405215647,2.728885343954839,0.012380892678034102,0.0012160990343244027,10.607777199407323,5.5229847950631275,0.34435562682154586,0.0586368480441324,1.2961225048764176,0.009592233332651013,-0.001662529118313224,9.675561859553772,13.706159550702882,0.8628611444672519,0.038789199230344094,2.304169656588835,-0.15437648171788093,-0.14651386992703655,10.47764849893819,16.004720407113545,0.9150572564878778,-0.08680986140238897,2.728885343954839
3,0.2,5,2000,0.028546726339509262,0.0023086051456113893,9.941192489686525,16.958555932303053,1.1042825137109513,0.051469782799198796,2.7158685200120454,0.01903636705057586,0.0016631154107411038,9.940194299228049,8.572569928128384,0.46641924940065105,0.05146587068102153,1.5498611889437042,0.019144868450635136,0.00018960735563830922,9.464993398529627,15.295762603664762,0.943723247677127,0.041556954372885854,2.4321199215851013,-0.15327145547867255,-0.14645172543290103,9.809063345548875,16.64860174371425,0.9224643318927694,-0.09398476265534665,2.7158685200120454
3,0.2,10,1000,0.061802595285857576,0.003436398989785304,8.181393759193366,23.516322980126613,1.6730018807138667,0.038858763791374124,3.9884254433824187,0.05247774573721164,0.002788236306131911,8.181396319193338,15.280883745520942,1.0597151087418943,0.038858763791374124,2.8263493402072593,0.04993024353673265,0.0010140600181474126,7.744871949260608,21.608760488843835,1.4565793376430634,0.02977027383169918,3.607618093342807,0.061802595285857576,0.003436398989785304,8.181393769193365,23.516322980126613,1.6730018807138665,0.038858763791374124,3.9884254433824187
3,0.2,10,2000,0.05522541624937406,0.0033791465602337535,5.923048716017465,21.756957027164262,1.617708176727715,0.02612512518778167,3.8090685586777897,0.04766329181271908,0.002913606058215312,5.923051276017437,14.435488593338295,1.0422889059814033,0.02612512518778167,2.7137721475107432,-0.0011652922623731354,-0.00923806485688709,0.9987516359479907,15.144963358215728,1.0453893532987897,-0.08626795422725927,2.945526960331199,0.05522541624937406,0.0033791465602337535,5.923048726017465,21.756957027164262,1.6177081767277148,0.02612512518778167,3.8090685586777897
6,0.05,5,1000,0.15765687877263582,0.006416045442181984,8.195223354843947,34.11598035113667,0.9046434931853392,0.03908607897384306,2.2085629272455107,0.10990159708249497,0.0029162023724298453,8.195225914843919,5.708195748820614,0.5390746418601446,0.03908607897384306,1.4394099501757074,0.1126521565618199,-0.0023353939718032523,7.465792610352441,29.320471279609137,0.7534267104544357,0.0236875654436825,1.9209777034416464,0.15765687877263582,0.006416045442181984,8.195223364843946,34.11598035113667,0.904643493185339,0.03908607897384306,2.2085629272455107
6,0.05,5,2000,0.16332199724172516,0.006218548399020052,6.980275435710901,35.08421708373933,0.9239483481720479,0.03177305353560682,2.202678184521409,0.12707654212637912,0.0031556566682498757,6.980277995710873,9.813093691537397,0.6143439868842362,0.03177305353560682,1.5739434220893007,0.13331360471721285,0.0005621050450538706,6.61032399097603,31.02193061876291,0.8124131609297317,0.024096964042638117,1.9992044006923382,0.16332199724172516,0.006218548399020052,6.980275445710901,35.08421708373933,0.9239483481720476,0.03177305353560682,2.202678184521409
6,0.05,10,1000,0.17148201710261568,0.005988198779435448,0.9600617090926113,41.35432992659399,0.9034765970108924,0.0038158639336016097,2.0267868891819405,0.12059859154929575,0.0019235072869822388,0.960064269092583,10.27195143066568,0.5456650087590714,0.0038158639336016097,1.298565047872033,0.13206182246540465,-0.0010726369088010874,0.5902744845862171,36.344463870484205,0.7687533082258303,-0.0038628614801051206,1.7947683294322943,0.17148201710261568,0.005988198779435448,0.9600617190926113,41.35432992659399,0.9034765970108923,0.0038158639336016097,2.0267868891819405
6,0.05,10,2000,0.16702842903711135,0.00550798248444124,0.4857468799628619,40.29972251979335,0.8253590897052455,0.001913944959879639,1.846742460489041,0.1178261346539619,0.0016904675876555342,0.48574943996283354,10.723665926488252,0.46622709991183253,0.001913944959879639,1.0878032096007624,0.04971731201256832,-0.018709530290570528,-4.068919713315742,30.04326957816976,0.5159203535400216,-0.10224547206671034,1.3553854634871914,0.16702842903711135,0.00550798248444124,0.4857468899628618,40.29972251979335,0.8253590897052454,0.001913944959879639,1.846742460489041
6,0.1,5,1000,0.07568850603621731,0.0036947957225480017,8.241677504065152,26.14063750248361,0.9046434931853392,0.03937688631790744,2.2085629272455107,0.060252137826961774,0.002623952909128248,8.241680064065124,13.69683145417738,0.5390746418601446,0.03937688631790744,1.4394099501757074,0.051913201145649415,-0.0009272479304149217,7.476602947821192,23.080747565250814,0.7534267104544357,0.023198181435552086,1.9209777034416464,0.07568850603621731,0.0036947957225480017,8.24167751406515,26.14063750248361,0.904643493185339,0.03937688631790744,2.2085629272455107
6,0.1,5,2000,0.07500626880641925,0.003848160653718616,7.04444969804414,26.905569541548346,0.9239483481720479,0.03212959190070211,2.202678184521409,0.06347558299899698,0.0029372447843575788,7.044452258044112,16.17662288869267,0.6143439868842362,0.03212959190070211,1.5739434220893007,0.06211043845823183,0.0012907567814807218,6.656073579291808,24.829936101731022,0.8124131609297317,0.02406458054008966,1.9992044006923382,0.07500626880641925,0.003848160653718616,7.04444970804414,26.905569541548346,0.9239483481720476,0.03212959190070211,2.202678184521409
6,0.1,10,1000,0.07663166498993963,0.003254523607253588,1.122148912906972,27.254745239367743,0.9034765970108924,0.00448393485915493,2.0267868891819405,0.06149396378269617,0.0022280932479505113,1.1221514729069435,14.205265213196355,0.5456650087590714,0.00448393485915493,1.298565047872033,0.06086358713505523,9.076148677352727e-05,0.7426057586991437,24.846914061811614,0.7687533082258303,-0.0034001040682872744,1.7947683294322943,0.07663166498993963,0.003254523607253588,1.1221489229069719,27.254745239367743,0.9034765970108923,0.00448393485915493,2.0267868891819405
6,0.1,10,2000,0.07284353059177533,0.0028202042082799694,0.5977912330713384,25.668468225921167,0.8253590897052455,0.0023645154212637914,1.846742460489041,0.05711666248746239,0.0017173576748151693,0.5977937930713101,12.579911417855389,0.46622709991183253,0.0023645154212637914,1.0878032096007624,0.008569074570650731,-0.010523338371391478,-4.020924752952677,18.45057525112629,0.5159203535400216,-0.10328918035995743,1.3553854634871914,0.07284353059177533,0.0028202042082799694,0.5977912430713384,25.668468225921167,0.8253590897052454,0.0023645154212637914,1.846742460489041
6,0.2,5,1000,0.021456866197183098,0.0020482460605955274,8.370882413275625,13.812473255762637,0.9046434931853392,0.040272887323943664,2.2085629272455107,0.018407318913480884,0.0018159841244951474,8.370884973275597,10.552748948240572,0.5390746418601446,0.040272887323943664,1.4394099501757074,0.01028781104997331,-0.0002740080245131988,7.549840848285898,12.092304350371464,0.7534267104544357,0.022862301359175462,1.9209777034416464,0.021456866197183098,0.0020482460605955274,8.370882423275624,13.812473255762637,0.904643493185339,0.040272887323943664,2.2085629272455107
6,0.2,5,2000,0.02243057296890672,0.002051346793321406,7.234987740351496,14.330603887569323,0.9239483481720479,0.033277567076228684,2.202678184521409,0.020013164493480444,0.0018588723133554847,7.234990300351468,11.385174297187037,0.6143439868842362,0.033277567076228684,1.5739434220893007,0.016842379818025506,0.0008619198117433265,6.817595125512511,13.280436610720491,0.8124131609297317,0.024598468556178737,1.9992044006923382,0.02243057296890672,0.002051346793321406,7.234987750351496,14.330603887569323,0.9239483481720476,0.033277567076228684,2.202678184521409
6,0.2,10,1000,0.01694542253521127,0.0011731832421410062,1.624204511649809,11.62733479680661,0.9034765970108924,0.006716077716297787,2.0267868891819405,0.014650402414486924,0.0010088536778431214,1.6242070716497805,8.78682936266907,0.5456650087590714,0.006716077716297787,1.298565047872033,0.009882637662710962,-0.00031217610184005435,1.200055813423875,10.393533262583972,0.7687533082258303,-0.002112403374327598,1.7947683294322943,0.01694542253521127,0.0011731832421410062,1.6242045216498089,11.62733479680661,0.9034765970108923,0.006716077716297787,2.0267868891819405
6,0.2,10,2000,0.012498432798395185,0.0007391908366627983,0.9888128176469498,9.254480768101136,0.8253590897052455,0.004021831118355065,1.846742460489041,0.009591273821464394,0.0005264588397379717,0.9888153776469215,5.879121424315461,0.46622709991183253,0.004021831118355065,1.0878032096007624,-0.018001229453667125,-0.005253054812812463,-3.7957578466244377,4.78210197060925,0.5159203535400216,-0.10564390077119111,1.3553854634871914,0.012498432798395185,0.0007391908366627983,0.9888128276469498,9.254480768101136,0.8253590897052454,0.004021831118355065,1.846742460489041
