0.00E+00,3.17E+03,8.73E+03,1.19E+04,7.76E+03,1.99E+04,1.84E+04,2.21E+03,5.89E+03,1.61E+04
3.17E+03,0.00E+00,5.63E+03,8.75E+03,4.70E+03,1.67E+04,1.53E+04,1.04E+03,2.91E+03,1.30E+04
8.73E+03,5.63E+03,0.00E+00,3.28E+03,1.04E+03,1.15E+04,1.00E+04,6.66E+03,2.91E+03,7.63E+03
1.19E+04,8.75E+03,3.28E+03,0.00E+00,4.32E+03,8.19E+03,6.76E+03,9.76E+03,6.17E+03,4.36E+03
7.76E+03,4.70E+03,1.04E+03,4.32E+03,0.00E+00,1.25E+04,1.11E+04,5.73E+03,1.89E+03,8.67E+03
1.99E+04,1.67E+04,1.15E+04,8.19E+03,1.25E+04,0.00E+00,1.45E+03,1.77E+04,1.43E+04,3.84E+03
1.84E+04,1.53E+04,1.00E+04,6.76E+03,1.11E+04,1.45E+03,0.00E+00,1.62E+04,1.29E+04,2.41E+03
2.21E+03,1.04E+03,6.66E+03,9.76E+03,5.73E+03,1.77E+04,1.62E+04,0.00E+00,3.94E+03,1.39E+04
5.89E+03,2.91E+03,2.91E+03,6.17E+03,1.89E+03,1.43E+04,1.29E+04,3.94E+03,0.00E+00,1.05E+04
1.61E+04,1.30E+04,7.63E+03,4.36E+03,8.67E+03,3.84E+03,2.41E+03,1.39E+04,1.05E+04,0.00E+00
